NM,DATE(GAME),OPP,PITCHER,DEC,IP,BF,NP,H,HR,SO,R,ER,BB,IBB,HBP,AO,GO,ERA,CG,SHO,NBB,BS,NP2,S,SB,WP,BK,PO,A,DP,TP,E,PK,Unnamed: 34,DATE,GAME,WHIP
林晨樺,08/16(156),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,19.0,2,1,0,1,1,0,0.0,0.0,0.0,2.0,4.18,0.0,0.0,0.0,0.0,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
范玉禹,08/16(156),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,5.0,21.0,1,0,0,0,0,1,0.0,0.0,2.0,1.0,12.89,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
羅傑斯,08/16(155),樂天,先發,"
															勝
															
						",8.0,31.0,121.0,6,1,5,1,1,0,0.0,1.0,7.0,12.0,3.88,0.0,0.0,0.0,0.0,121.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,155,
陳韻文,08/16(156),富邦,後援,"
																								無
															
															
						",1.0,4.0,13.0,1,0,0,0,0,0,0.0,0.0,1.0,2.0,2.18,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
江辰晏,08/16(156),富邦,中繼,"
																								無
															
															
						",1.0,8.0,22.0,5,1,0,3,2,0,0.0,1.0,1.0,1.0,7.40,0.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
卡本特,08/16(155),中信兄弟,先發,"
																								無
															
															
						",7.666666000000001,28.0,97.0,6,1,5,1,1,1,0.0,1.0,7.0,8.0,4.14,0.0,0.0,0.0,0.0,97.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,155,
李振昌,08/16(155),樂天,後援,"
																								救援成功
															
															
						",1.0,4.0,16.0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,4.15,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,155,
蘇俊璋,08/16(155),中信兄弟,中繼,"
																								中繼成功
															
															
						",0.33333300000000005,2.0,11.0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,11.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,155,
傅于剛,08/16(156),富邦,中繼,"
																								無
															
															
						",2.0,6.0,20.0,0,0,3,0,0,0,0.0,0.0,2.0,1.0,3.34,0.0,0.0,0.0,0.0,20.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
陳鴻文,08/16(156),統一7-ELEVEn,後援,"
																								救援成功
															
															
						",1.0,4.0,20.0,1,0,0,0,0,0,0.0,0.0,2.0,1.0,4.00,0.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
鄭鈞仁,08/16(156),富邦,中繼,"
																								無
															
															
						",1.0,4.0,21.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,4.35,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-16,156,
林晨樺,08/19(158),中信兄弟,中繼,"
																								無
															
															
						",1.0,3.0,12.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,4.05,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
黃竣彥,08/19(159),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,15.0,0,0,0,0,0,1,0.0,0.0,3.0,0.0,4.81,0.0,0.0,0.0,0.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
朱俊祥,08/19(159),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,17.0,1,0,2,0,0,0,0.0,0.0,1.0,0.0,8.22,0.0,0.0,0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
陳鴻文,08/19(158),中信兄弟,後援,"
																								無
															
															
						",1.0,4.0,12.0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,3.89,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
陳柏豪,08/19(158),富邦,後援,"
																								無
															
															
						",1.3333330000000003,5.0,13.0,1,0,1,0,0,0,0.0,0.0,3.0,0.0,3.58,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
布雷克,08/19(159),樂天,先發,"
															勝
															
						",5.0,21.0,98.0,3,1,3,2,2,3,0.0,0.0,6.0,6.0,4.42,0.0,0.0,0.0,0.0,98.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
鄭鈞仁,08/19(159),樂天,中繼,"
																								無
															
															
						",1.0,6.0,20.0,1,0,0,2,0,1,0.0,0.0,2.0,2.0,4.24,0.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
蘇俊璋,08/19(159),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,2.0,11.0,1,1,0,1,1,0,0.0,0.0,1.0,0.0,4.01,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
黃子鵬,08/19(159),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.3333330000000003,7.0,24.0,2,0,2,2,2,1,0.0,0.0,1.0,1.0,4.38,0.0,0.0,0.0,1.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
江國豪,08/19(158),中信兄弟,先發,"
															勝
															
						",6.333332999999999,29.0,97.0,6,0,4,2,2,3,0.0,1.0,8.0,7.0,6.28,0.0,0.0,0.0,0.0,97.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
陳韻文,08/19(159),樂天,後援,"
																								無
															
															
						",1.0,3.0,11.0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,2.12,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
威拉諾,08/19(159),統一7-ELEVEn,先發,"
															敗
															
						",5.333332999999999,22.0,94.0,2,0,4,3,3,5,0.0,0.0,7.0,4.0,6.53,0.0,0.0,0.0,0.0,94.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
吳哲源,08/19(158),富邦,中繼,"
																								無
															
															
						",0.6666660000000001,5.0,15.0,3,0,0,2,2,0,0.0,0.0,1.0,1.0,4.00,0.0,0.0,0.0,0.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
陳禹勳,08/19(159),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,6.0,27.0,1,0,0,2,1,3,0.0,0.0,2.0,0.0,5.75,0.0,0.0,0.0,0.0,27.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
彭識穎,08/19(158),富邦,中繼,"
																								無
															
															
						",1.0,4.0,11.0,1,1,1,1,1,0,0.0,0.0,0.0,2.0,5.47,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
賴鴻誠,08/19(158),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,18.0,2,0,0,0,0,0,0.0,0.0,1.0,1.0,6.86,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
江承峰,08/19(159),樂天,中繼,"
																								中繼成功
															
															
						",1.0,4.0,14.0,0,0,0,0,0,1,0.0,0.0,2.0,1.0,2.55,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,159,
米蘭達,08/19(158),富邦,先發,"
															敗
															
						",6.0,28.0,98.0,8,1,4,5,5,3,0.0,0.0,9.0,4.0,4.36,0.0,0.0,0.0,0.0,98.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-19,158,
劉軒荅,08/20(160),樂天,中繼,"
																								無
															
															
						",1.6666659999999998,6.0,19.0,1,0,0,0,0,0,0.0,0.0,3.0,2.0,8.26,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
黃竣彥,08/20(160),樂天,中繼,"
															勝
															
						",1.3333330000000003,6.0,16.0,1,0,0,0,0,1,0.0,0.0,3.0,1.0,4.67,0.0,0.0,0.0,0.0,16.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
朱俊祥,08/20(160),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,3.0,12.0,1,0,1,1,1,0,1.0,0.0,0.0,0.0,9.00,0.0,0.0,0.0,1.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
陳韻文,08/20(160),樂天,後援,"
																								救援成功
															
															
						",1.0,3.0,10.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,2.06,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
潘威倫,08/20(160),樂天,先發,"
																								無
															
															
						",3.6666660000000006,21.0,81.0,10,1,3,7,7,0,0.0,0.0,7.0,1.0,8.92,0.0,0.0,0.0,0.0,81.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
霸能,08/20(160),統一7-ELEVEn,先發,"
																								無
															
															
						",6.333332999999999,28.0,99.0,6,0,9,6,6,3,0.0,1.0,1.0,8.0,4.68,0.0,0.0,0.0,0.0,99.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
傅于剛,08/20(160),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,21.0,2,0,0,0,0,0,0.0,0.0,4.0,0.0,3.22,0.0,0.0,0.0,0.0,21.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
黃子鵬,08/20(160),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,4.0,10.0,1,0,1,0,0,0,0.0,0.0,0.0,2.0,4.28,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
陳禹勳,08/20(160),統一7-ELEVEn,後援,"
															敗
															
						",1.0,4.0,10.0,1,1,0,1,1,0,0.0,0.0,1.0,2.0,5.84,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
蘇俊璋,08/20(160),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,3.0,9.0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-20,160,
傅于剛,08/21(161),中信兄弟,後援,"
															和
															
						",1.0,5.0,18.0,1,0,1,0,0,0,1.0,0.0,1.0,1.0,3.13,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
李振昌,08/21(161),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,4.0,18.0,1,0,2,0,0,0,0.0,0.0,0.0,1.0,4.04,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
陳韻文,08/21(161),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,7.0,32.0,2,1,3,2,2,1,0.0,0.0,1.0,0.0,2.48,0.0,0.0,0.0,1.0,32.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
黃竣彥,08/21(161),中信兄弟,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,4.0,20.0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,4.60,0.0,0.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
陳柏豪,08/21(161),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,3.0,8.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,3.48,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
林其緯,08/21(161),中信兄弟,中繼,"
																								無
															
															
						",2.0,9.0,36.0,1,0,1,1,0,1,0.0,0.0,5.0,1.0,3.18,0.0,0.0,0.0,0.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
德保拉,08/21(161),統一7-ELEVEn,先發,"
																								無
															
															
						",5.0,22.0,105.0,4,0,6,3,2,3,0.0,0.0,3.0,6.0,3.88,0.0,0.0,0.0,0.0,105.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
蔡齊哲,08/21(161),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.0,4.0,16.0,3,1,0,4,4,1,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
鄭佳彥,08/21(161),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,3.0,16.0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
鄭鈞仁,08/21(161),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,6.0,24.0,1,0,2,0,0,1,0.0,0.0,1.0,1.0,4.14,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
彭識穎,08/21(161),統一7-ELEVEn,後援,"
															和
															
						",2.0,6.0,19.0,0,0,1,0,0,0,0.0,0.0,3.0,2.0,5.06,0.0,0.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
蘇俊璋,08/21(162),富邦,中繼,"
																								中繼成功
															
															
						",0.33333300000000005,1.0,3.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.93,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
陳鴻文,08/21(162),樂天,後援,"
																								無
															
															
						",0.0,3.0,10.0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,3.89,0.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
王溢正,08/21(162),富邦,先發,"
																								無
															
															
						",7.0,29.0,105.0,6,1,1,1,1,1,0.0,0.0,9.0,11.0,4.78,0.0,0.0,0.0,0.0,105.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
吳俊偉,08/21(161),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,14.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,2.51,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
黃子鵬,08/21(162),富邦,中繼,"
																								中繼成功
															
															
						",1.0,3.0,6.0,0,0,0,0,0,0,0.0,1.0,0.0,2.0,4.17,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
江辰晏,08/21(161),中信兄弟,先發,"
																								無
															
															
						",2.0,12.0,65.0,4,1,4,4,4,2,0.0,0.0,1.0,1.0,7.68,0.0,0.0,0.0,0.0,65.0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
鄭凱文,08/21(161),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,5.0,26.0,2,0,2,1,1,0,0.0,0.0,1.0,0.0,4.38,0.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
劉軒荅,08/21(161),中信兄弟,中繼,"
																								中繼成功
															
															
						",2.0,9.0,31.0,2,0,2,0,0,0,1.0,0.0,1.0,3.0,7.71,0.0,0.0,0.0,0.0,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
江承峰,08/21(161),中信兄弟,中繼,"
																								無
															
															
						",2.0,7.0,19.0,1,0,0,1,1,1,0.0,0.0,1.0,4.0,2.75,0.0,0.0,0.0,0.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,161,
陳禹勳,08/21(162),富邦,後援,"
															勝
															
						",0.6666660000000001,4.0,17.0,2,1,1,1,1,0,0.0,0.0,0.0,1.0,5.97,0.0,0.0,0.0,1.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
羅力,08/21(162),樂天,先發,"
															敗
															
						",8.333333,33.0,110.0,9,2,5,3,3,2,0.0,0.0,7.0,10.0,4.58,0.0,0.0,0.0,0.0,110.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-21,162,
陳禹勳,08/22(164),富邦,後援,"
																								救援成功
															
															
						",0.33333300000000005,3.0,13.0,1,0,1,0,0,1,0.0,0.0,0.0,0.0,5.92,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
鄭佳彥,08/22(163),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,3.0,12.0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.00,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
林其緯,08/22(163),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,2.0,5.0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,3.10,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
林羿豪,08/22(164),樂天,中繼,"
																								無
															
															
						",1.6666659999999998,9.0,35.0,3,0,2,1,0,0,0.0,0.0,1.0,3.0,6.59,0.0,0.0,0.0,0.0,35.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
蘇俊璋,08/22(164),富邦,中繼,"
																								無
															
															
						",0.6666660000000001,5.0,13.0,3,0,1,2,2,0,0.0,0.0,0.0,1.0,4.37,0.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
翁瑋均,08/22(164),富邦,先發,"
																								無
															
															
						",3.0,13.0,51.0,4,0,0,0,0,1,0.0,0.0,3.0,5.0,5.94,0.0,0.0,0.0,0.0,51.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
林航,08/22(163),中信兄弟,中繼,"
																								無
															
															
						",0.33333300000000005,7.0,27.0,6,0,0,6,6,0,0.0,0.0,1.0,0.0,16.88,0.0,0.0,0.0,0.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
林晨樺,08/22(164),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,7.0,21.0,3,1,0,1,1,0,0.0,0.0,2.0,2.0,4.15,0.0,0.0,0.0,0.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
蔡齊哲,08/22(163),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,6.0,22.0,3,0,1,1,1,0,0.0,0.0,1.0,1.0,3.46,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
王鏡銘,08/22(163),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,21.0,0,0,1,1,1,2,0.0,0.0,0.0,1.0,6.75,0.0,0.0,0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
魏碩成,08/22(163),統一7-ELEVEn,先發,"
															勝
															
						",5.0,23.0,95.0,3,0,3,2,1,4,0.0,1.0,5.0,7.0,1.50,0.0,0.0,0.0,0.0,95.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
施子謙,08/22(163),中信兄弟,先發,"
															敗
															
						",5.333332999999999,31.0,103.0,11,1,2,8,6,3,0.0,0.0,8.0,7.0,6.67,0.0,0.0,0.0,0.0,103.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
王尉永,08/22(164),樂天,中繼,"
																								無
															
															
						",1.3333330000000003,8.0,36.0,2,0,1,3,3,2,0.0,0.0,3.0,0.0,8.49,0.0,0.0,0.0,0.0,36.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
索沙,08/22(164),樂天,先發,"
															敗
															
						",3.0,14.0,62.0,5,0,1,2,2,1,0.0,0.0,4.0,3.0,4.19,0.0,0.0,0.0,0.0,62.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
江承峰,08/22(163),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,7.0,31.0,5,1,1,4,4,0,0.0,0.0,1.0,0.0,4.43,0.0,0.0,0.0,0.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
鄭凱文,08/22(163),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,3.0,7.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,4.26,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
朱俊祥,08/22(164),富邦,中繼,"
															勝
															
						",2.0,8.0,22.0,1,0,1,0,0,1,0.0,0.0,3.0,2.0,7.20,0.0,0.0,0.0,0.0,22.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
黃偉晟,08/22(164),富邦,中繼,"
																								無
															
															
						",1.6666659999999998,8.0,36.0,2,0,3,0,0,1,0.0,0.0,2.0,0.0,5.65,0.0,0.0,0.0,0.0,36.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
范玉禹,08/22(164),樂天,中繼,"
																								無
															
															
						",0.0,4.0,10.0,4,0,0,3,3,0,0.0,0.0,0.0,0.0,14.73,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
林柏佑,08/22(164),富邦,中繼,"
																								無
															
															
						",1.0,6.0,21.0,3,0,2,1,1,0,0.0,0.0,1.0,0.0,13.50,0.0,0.0,0.0,0.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
游朝惟,08/22(164),富邦,中繼,"
																								無
															
															
						",0.33333300000000005,5.0,20.0,3,0,0,4,4,1,0.0,0.0,0.0,1.0,12.66,0.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
陳柏豪,08/22(163),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,5.0,11.0,2,0,1,0,0,0,0.0,0.0,2.0,0.0,3.38,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,163,
賴鴻誠,08/22(164),樂天,後援,"
																								無
															
															
						",0.6666660000000001,4.0,12.0,0,0,0,0,0,1,0.0,1.0,2.0,0.0,6.64,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-22,164,
陳柏豪,08/23(165),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,5.0,12.0,2,0,0,0,0,1,0.0,0.0,0.0,2.0,3.28,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,165,
洪聖欽,08/23(166),富邦,後援,"
																								無
															
															
						",2.0,9.0,32.0,4,0,1,1,1,0,0.0,0.0,2.0,2.0,7.84,0.0,0.0,0.0,0.0,32.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,166,
陳韻文,08/23(165),中信兄弟,中繼,"
															勝
															
						",1.6666659999999998,4.0,16.0,0,0,0,0,0,0,0.0,0.0,3.0,1.0,2.37,0.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,165,
猛威爾,08/23(165),中信兄弟,先發,"
																								無
															
															
						",6.0,23.0,91.0,4,0,7,0,0,0,0.0,1.0,8.0,3.0,0.00,0.0,0.0,0.0,0.0,91.0,55.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,165,
鄭鈞仁,08/23(165),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.6666659999999998,5.0,23.0,0,0,2,0,0,0,0.0,0.0,2.0,1.0,3.98,0.0,0.0,0.0,0.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,165,
卡本特,08/23(166),富邦,先發,"
															敗
															
						",7.0,33.0,124.0,9,1,5,5,4,2,0.0,0.0,6.0,11.0,4.21,0.0,0.0,0.0,0.0,124.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,166,
李振昌,08/23(165),統一7-ELEVEn,中繼,"
															敗
															
						",1.0,6.0,23.0,1,0,1,2,2,2,0.0,0.0,1.0,1.0,4.42,0.0,0.0,0.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-08-23,165,
